STATION,DATE,REPORT_TYPE,BackupName,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,Sunrise,Sunset
72530094846,2018-10-17T23:59:00,SOD  ,,28,45,53,30.31,29.59,38,10,0,-7.5,20,51,38,300,30,0,0,0,320,21,,606,1707
72530094846,2018-10-18T23:59:00,SOD  ,,28,46,49,30.41,29.66,39,5.8,0,-6.1,19,58,34,220,20,0,0,0,220,15,,607,1706
72530094846,2018-10-19T23:59:00,SOD  ,,40,50,71,30,29.21,45,12.3,0,-1.8,15,54,46,220,33,0.03,0,0,210,21,RA DZ BR,609,1704
72530094846,2018-10-20T23:59:00,SOD  ,,28,41,57,30.04,29.34,37,14.1,0,-10.5,24,51,31,310,60,T,0,T,320,35,SN,610,1703
72530094846,2018-10-21T23:59:00,SOD  ,,23,40,50,30.23,29.47,34,9.1,0,-11.2,25,51,28,230,26,0,0,0,200,17,,611,1701
72530094846,2018-10-22T23:59:00,SOD  ,,31,51,50,30.06,29.31,42,7.3,0,0.2,14,64,38,280,21,0,0,0,260,15,,612,1700
72530094846,2018-10-23T23:59:00,SOD  ,,33,46,61,30.27,29.56,40,7.1,0,-4.5,19,54,38,360,20,0,0,0,350,16,,613,1658
72530094846,2018-10-24T23:59:00,SOD  ,,35,45,73,30.37,29.62,40,3.5,0,-5.2,20,52,37,150,13,0,0,0,120,9,,614,1657
72530094846,2018-10-25T23:59:00,SOD  ,,34,45,65,30.13,29.36,40,5,0,-4.8,20,53,37,80,13,0,0,0,90,10,,616,1655
72530094846,2018-10-26T23:59:00,SOD  ,,40,50,70,29.86,29.1,44,9,0,0.5,15,53,46,30,20,0,0,0,30,16,,617,1654
72530094846,2018-10-27T23:59:00,SOD  ,,40,49,76,29.87,29.13,44,5.2,0,-0.2,16,54,43,30,14,T,0,0,10,10,RA BR,618,1653
72530094846,2018-10-28T23:59:00,SOD  ,,42,48,82,29.76,29.04,45,11.8,0,-0.8,17,51,44,310,37,0.12,0,0,310,25,RA BR,619,1651
72530094846,2018-10-29T23:59:00,SOD  ,,39,48,74,30.03,29.31,43,6.1,0,-0.5,17,56,40,310,17,0,0,0,290,12,,621,1650
72530094846,2018-10-30T23:59:00,SOD  ,,46,55,76,29.86,29.11,50,7.9,0,6.9,10,64,45,300,39,0.3,0,0,300,25,TS RA BR,622,1649
72530094846,2018-10-31T23:59:00,SOD  ,,41,54,67,29.92,29.2,47,7.2,0,6.3,11,61,47,340,19,0.17,0,0,340,15,RA BR,623,1647
72530094846,2018-11-01T23:59:00,SOD  ,,36,48,64,29.82,29.09,43,13,0,0.6,17,52,43,20,29,0,0,0,10,23,,624,1646
72530094846,2018-11-02T23:59:00,SOD  ,,34,44,72,29.88,29.15,40,7,0,-3,21,50,37,20,18,0,0,0,20,14,,625,1645
72530094846,2018-11-03T23:59:00,SOD  ,,33,42,68,30.12,29.41,39,7.5,0,-4.6,23,50,34,100,20,0.06,0,0,110,15,RA,627,1643
72530094846,2018-11-04T23:59:00,SOD  ,,44,49,84,29.93,29.18,47,14.9,0,2.8,16,52,46,140,32,0.54,0,0,160,22,RA BR,628,1642
72530094846,2018-11-05T23:59:00,SOD  ,,41,48,79,29.83,29.05,45,9.7,0,2.2,17,51,44,240,29,0.37,0,0,250,17,RA BR,629,1641
72530094846,2018-11-06T23:59:00,SOD  ,,39,44,79,29.72,29.03,43,16.3,0,-1.4,21,50,38,240,46,0.06,0,0,240,32,RA DZ BR,630,1640
72530094846,2018-11-07T23:59:00,SOD  ,,26,36,65,30.12,29.43,33,15,0,-8.9,29,39,33,260,34,0,0,0,260,24,,632,1639
72530094846,2018-11-08T23:59:00,SOD  ,,25,37,65,30.33,29.58,32,4,0,-7.5,28,41,33,330,17,0,0,0,310,12,,633,1638
72530094846,2018-11-09T23:59:00,SOD  ,,22,29,73,30.14,29.38,27,12,0,-15,36,37,20,300,37,0.13,0,1,290,25,SN BR,634,1637
72530094846,2018-11-10T23:59:00,SOD  ,,16,27,61,30.33,29.57,24,10.9,0,-16.6,38,33,20,290,34,0,0,0,280,23,,635,1636
72530094846,2018-11-11T23:59:00,SOD  ,,22,35,61,30.25,29.51,30,8,0,-8.1,30,41,28,210,23,0,0,0,210,16,,636,1635
72530094846,2018-11-12T23:59:00,SOD  ,,21,29,68,30.34,29.59,27,9.6,0,-13.6,36,34,24,350,24,0,0,0,360,17,,638,1634
72530094846,2018-11-13T23:59:00,SOD  ,,10,24,56,30.44,29.69,20,9.1,0,-18.2,41,29,19,310,24,0,0,0,320,16,,639,1633
72530094846,2018-11-14T23:59:00,SOD  ,,16,27,66,30.51,29.72,23,5,0,-14.7,38,36,17,30,16,0,0,0,40,13,,640,1632
72530094846,2018-11-15T23:59:00,SOD  ,,27,31,86,30.06,29.26,30,5.1,0,-10.2,34,35,26,210,25,0.09,0,1.1,200,14,DZ SN FG BR RA,641,1631
72530094846,2018-11-16T23:59:00,SOD  ,,29,35,78,29.99,29.26,33,9.6,0,-5.7,30,41,29,310,28,T,0,T,300,22,SN,643,1630
72530094846,2018-11-17T23:59:00,SOD  ,,29,34,86,30.27,29.54,32,7.4,0,-6.2,31,35,32,50,19,0.13,0,1.5,30,15,SN BR,644,1629
72530094846,2018-11-18T23:59:00,SOD  ,,24,32,73,30.24,29.47,29,6.1,0,-7.7,33,38,25,260,16,T,0,T,260,12,SN,645,1628
72530094846,2018-11-19T23:59:00,SOD  ,,23,29,78,30.1,29.34,27,8,0,-10.2,36,34,23,360,22,T,0,T,350,16,SN BR HZ,646,1628
72530094846,2018-11-20T23:59:00,SOD  ,,21,32,67,30.18,29.42,28,11.7,0,-6.7,33,35,29,210,31,T,0,T,250,21,SN,647,1627
72530094846,2018-11-21T23:59:00,SOD  ,,23,33,68,30.31,29.58,29,10.4,0,-5.1,32,36,30,250,26,0,0,0,30,20,,649,1626
72530094846,2018-11-22T23:59:00,SOD  ,,26,36,71,30.3,29.54,31,9.7,0,-1.6,29,40,31,160,25,0,0,0,150,17,,650,1626
72530094846,2018-11-23T23:59:00,SOD  ,,36,43,77,29.91,29.1,40,11.7,0,5.9,22,51,34,180,34,0.04,0,0,180,24,RA BR,651,1625
72530094846,2018-11-24T23:59:00,SOD  ,,39,44,85,29.6,28.89,41,10.8,0,7.4,21,47,40,230,32,0.18,0,0,240,24,RA DZ BR,652,1624
72530094846,2018-11-25T23:59:00,SOD  ,,33,37,89,29.77,29.02,35,15.1,0,0.9,28,40,33,30,47,1.2,0,3.3,20,33,RA SN FG BR,653,1624
72530094846,2018-11-26T23:59:00,SOD  ,,23,29,80,29.87,29.15,26,17.5,0,-6.6,36,33,24,20,51,0.39,7,5.1,20,39,SN FG BR BLSN,654,1623
72530094846,2018-11-27T23:59:00,SOD  ,,16,22,78,29.98,29.24,21,8.6,0,-13.1,43,25,19,260,20,T,6,T,260,15,SN,656,1623
72530094846,2018-11-28T23:59:00,SOD  ,,17,22,76,30.06,29.31,22,4.6,0,-12.6,43,27,17,230,17,0.05,5,0.7,230,13,SN BR,657,1622
72530094846,2018-11-29T23:59:00,SOD  ,,25,33,77,29.92,29.16,29,5.8,0,-1.1,32,38,27,140,17,T,5,T,130,12,FZRA SN BR,658,1622
72530094846,2018-11-30T23:59:00,SOD  ,,29,35,79,30.01,29.26,33,5,0,1.4,30,42,28,80,21,T,5,0,90,15,FZRA BR HZ,659,1622
72530094846,2018-12-01T23:59:00,SOD  ,,37,39,93,29.59,28.85,38,12.6,0,5.8,26,42,36,80,34,1.13,3,0,60,25,TS RA DZ BR,700,1621
72530094846,2018-12-02T23:59:00,SOD  ,,36,40,87,29.47,28.7,38,9,0,7.3,25,44,35,240,26,0.1,0,T,340,18,RA SN BR,701,1621
72530094846,2018-12-03T23:59:00,SOD  ,,27,32,79,30.01,29.28,31,13,0,-0.3,33,35,29,360,31,0.01,0,0.3,360,24,SN BR,702,1621
72530094846,2018-12-04T23:59:00,SOD  ,,22,30,70,30.16,29.44,27,7.9,0,-1.8,35,32,28,320,18,T,0,T,320,14,SN,703,1621
72530094846,2018-12-05T23:59:00,SOD  ,,21,29,72,30.14,29.39,26,10.6,0,-2.4,36,33,25,310,22,T,0,T,250,16,SN,704,1620
72530094846,2018-12-06T23:59:00,SOD  ,,17,26,65,30.26,29.51,24,9.8,0,-5,39,33,19,330,24,0,0,0,320,17,,705,1620
72530094846,2018-12-07T23:59:00,SOD  ,,11,21,66,30.5,29.75,18,6.2,0,-9.6,44,25,16,240,26,0,0,0,230,18,,706,1620
72530094846,2018-12-08T23:59:00,SOD  ,,15,26,66,30.58,29.82,22,3.7,0,-4.2,39,32,20,330,14,0,0,0,20,10,,707,1620
72530094846,2018-12-09T23:59:00,SOD  ,,17,26,78,30.39,29.64,22,4.2,0,-3.8,39,35,17,360,15,0,0,0,350,12,BR HZ,708,1620
72530094846,2018-12-10T23:59:00,SOD  ,,20,25,81,30.24,29.48,23,7,0,-4.4,40,34,16,240,24,0,0,0,220,15,BR HZ,709,1620
72530094846,2018-12-11T23:59:00,SOD  ,,24,32,79,30.06,29.31,28,7.7,0,2.9,33,38,25,240,21,0,0,0,230,16,BR HZ,710,1620
72530094846,2018-12-12T23:59:00,SOD  ,,27,35,76,29.84,29.1,31,10.8,0,6.3,30,41,29,230,31,T,0,T,230,22,PL BR,710,1620
72530094846,2018-12-13T23:59:00,SOD  ,,29,35,83,30.09,29.34,32,4.3,0,6.6,30,46,24,160,18,0.15,0,0,160,14,RA DZ BR,711,1621
72530094846,2018-12-14T23:59:00,SOD  ,,37,36,98,30.18,29.44,37,6.8,0,7.9,29,40,32,10,18,0.13,0,0,10,13,RA DZ FG BR,712,1621
72530094846,2018-12-15T23:59:00,SOD  ,,31,36,85,30.16,29.42,33,7.7,0,8.2,29,46,26,70,19,0,0,0,30,14,FZFG BR FG,713,1621
72530094846,2018-12-16T23:59:00,SOD  ,,30,37,80,30.1,29.36,34,6.5,0,9.5,28,49,25,280,19,0,0,0,260,14,FZFG BR FG,713,1621
72530094846,2018-12-17T23:59:00,SOD  ,,22,35,60,30.19,29.45,30,7.6,0,7.7,30,42,28,340,23,0,0,0,350,17,,714,1622
72530094846,2018-12-18T23:59:00,SOD  ,,26,34,72,30.15,29.41,31,6.7,0,7,31,42,25,180,20,0,0,0,230,14,,715,1622
72530094846,2018-12-19T23:59:00,SOD  ,,33,41,73,29.84,29.1,38,10.9,0,14.3,24,49,33,180,26,0,0,0,180,18,,715,1622
72530094846,2018-12-20T23:59:00,SOD  ,,40,42,93,29.66,28.92,41,7.8,0,15.5,23,46,38,330,23,0.1,0,0,360,15,RA BR,716,1623
72530094846,2018-12-21T23:59:00,SOD  ,,28,34,84,29.69,28.94,31,13.6,0,7.7,31,38,29,10,29,0.05,0,T,360,22,RA SN BR,716,1623
72530094846,2018-12-22T23:59:00,SOD  ,,25,31,79,29.94,29.21,29,6.2,0,4.9,34,34,28,210,16,T,0,T,200,13,,717,1624
72530094846,2018-12-23T23:59:00,SOD  ,,24,33,71,30.08,29.34,30,11.2,0,7.1,32,38,28,270,36,0,0,0,260,24,,717,1624
72530094846,2018-12-24T23:59:00,SOD  ,,18,28,67,30.23,29.49,25,5.8,0,2.3,37,33,23,260,25,0,0,0,270,17,,718,1625
72530094846,2018-12-25T23:59:00,SOD  ,,28,37,77,30.28,29.54,32,3.6,0,11.5,28,45,28,210,16,0,0,0,240,12,BR,718,1626
72530094846,2018-12-26T23:59:00,SOD  ,,29,37,75,30.37,29.63,34,5.2,0,11.6,28,47,26,120,23,0,0,0,130,18,BR,719,1626
72530094846,2018-12-27T23:59:00,SOD  ,,41,46,86,29.83,29.08,43,15.6,0,20.8,19,53,39,140,33,0.66,0,0,170,22,RA BR,719,1627
72530094846,2018-12-28T23:59:00,SOD  ,,31,42,86,29.86,29.1,33,15.2,0,17,23,53,30,230,40,0.08,0,0.2,230,24,RA SN BR,719,1628
72530094846,2018-12-29T23:59:00,SOD  ,,25,26,88,30.23,29.49,27,7.6,0,1.1,39,30,22,240,29,0.05,0,0.9,240,21,SN BR,719,1628
72530094846,2018-12-30T23:59:00,SOD  ,,21,28,76,30.06,29.28,26,11.1,0,3.2,37,36,19,220,27,0,0,0,210,20,,720,1629
72530094846,2018-12-31T23:59:00,SOD  ,,33,35,94,29.78,29.05,34,8.7,0,10.4,30,39,31,350,32,0.86,0,T,360,25,,720,1630
72530094846,2019-01-01T23:59:00,SOD  ,,25,30,87,30.27,29.5,27,7.7,0,5.6,35,34,26,360,21,0.01,0,0.1,20,16,GR SN BR,720,1631
72530094846,2019-01-02T23:59:00,SOD  ,,24,28,84,30.12,29.39,27,8.7,0,3.7,37,30,26,240,29,0.01,0,0.1,260,20,FZDZ SN BR RA,720,1632
72530094846,2019-01-03T23:59:00,SOD  ,,25,31,78,30.01,29.25,29,11.7,0,6.8,34,38,24,210,27,0,0,0,220,17,,720,1633
72530094846,2019-01-04T23:59:00,SOD  ,,28,40,72,29.78,29.04,34,8.1,0,15.9,25,48,31,230,20,0,0,0,210,14,,720,1634
72530094846,2019-01-05T23:59:00,SOD  ,,33,42,76,29.88,29.14,37,8.3,0,18,23,52,32,250,24,0,0,0,250,18,,720,1635
72530094846,2019-01-06T23:59:00,SOD  ,,31,35,77,30.17,29.44,34,11.6,0,11.1,30,40,30,120,29,0,0,0,110,22,,720,1636
72530094846,2019-01-07T23:59:00,SOD  ,,41,47,87,29.73,28.97,43,15.6,0,23.1,18,53,40,210,37,0.44,0,0,200,25,RA BR,720,1637
72530094846,2019-01-08T23:59:00,SOD  ,,29,35,72,29.85,29.13,34,14.5,0,11.2,30,45,24,260,49,T,0,0,270,32,RA BR,720,1638
72530094846,2019-01-09T23:59:00,SOD  ,,9,20,62,30.26,29.54,17,13.6,0,-3.7,45,24,15,300,33,T,0,T,310,23,SN,720,1639
72530094846,2019-01-10T23:59:00,SOD  ,,11,19,71,30.41,29.65,17,4.4,0,-4.7,46,24,14,320,19,0,0,0,330,14,,719,1640
72530094846,2019-01-11T23:59:00,SOD  ,,19,24,76,30.36,29.59,23,4.9,0,0.4,41,30,17,170,19,0,0,0,180,13,,719,1641
72530094846,2019-01-12T23:59:00,SOD  ,,25,31,83,30.33,29.57,28,11.4,0,7.4,34,32,29,70,30,0.12,0,2.2,70,21,SN FZFG BR HZ FG,719,1642
72530094846,2019-01-13T23:59:00,SOD  ,,22,28,77,30.39,29.63,26,12.6,0,4.5,37,31,25,50,26,0.01,2,0.3,20,20,SN BR,718,1643
72530094846,2019-01-14T23:59:00,SOD  ,,21,25,83,30.34,29.56,24,8.2,0,1.5,40,27,23,230,20,T,2,T,250,14,FZDZ BR,718,1644
72530094846,2019-01-15T23:59:00,SOD  ,,24,28,88,30.16,29.38,26,11.2,0,4.5,37,32,24,220,31,T,1,0,220,21,FZDZ BR,718,1645
72530094846,2019-01-16T23:59:00,SOD  ,,22,31,71,30.24,29.49,28,9.3,0,7.5,34,34,28,40,21,T,1,0,30,16,FZDZ,717,1647
72530094846,2019-01-17T23:59:00,SOD  ,,27,32,82,30.08,29.33,30,5.5,0,8.6,33,35,28,300,14,T,0,T,300,12,SN BR HZ,717,1648
72530094846,2019-01-18T23:59:00,SOD  ,,23,29,79,30.16,29.39,27,10.4,0,5.6,36,31,27,50,26,0.12,0,1.3,60,20,SN BR,716,1649
72530094846,2019-01-19T23:59:00,SOD  ,,19,20,85,30.06,29.31,22,20.1,0,-3.4,45,28,11,20,39,0.18,4,3.7,20,31,SN BR BLSN,715,1650
72530094846,2019-01-20T23:59:00,SOD  ,,0,9,62,30.34,29.59,7,13.5,0,-14.4,56,14,4,330,28,T,5,T,350,21,SN,715,1651
72530094846,2019-01-21T23:59:00,SOD  ,,1,10,63,30.49,29.71,9,8.4,0,-13.5,55,17,3,120,23,T,5,0.1,140,17,SN BR,714,1653
72530094846,2019-01-22T23:59:00,SOD  ,,19,23,82,30.1,29.28,23,9.3,0,-0.5,42,33,13,160,29,0.18,5,0.5,170,20,RA FZRA FZDZ SN PL BR,714,1654
72530094846,2019-01-23T23:59:00,SOD  ,,22,27,88,29.79,29.03,24,9.9,0,3.5,38,34,19,280,24,0.22,4,1,300,17,RA DZ FZRA SN BR,713,1655
72530094846,2019-01-24T23:59:00,SOD  ,,9,12,82,29.93,29.2,13,11.7,0,-11.6,53,22,2,280,35,T,5,0.4,270,24,SN BR,712,1656
72530094846,2019-01-25T23:59:00,SOD  ,,-5,-1,74,30.22,29.46,0,9.3,0,-24.6,66,5,-6,270,27,0.03,5,0.7,280,18,SN,711,1658
72530094846,2019-01-26T23:59:00,SOD  ,,-2,3,75,30.11,29.32,3,5.7,0,-20.7,62,12,-7,210,19,0.06,7,1.7,280,14,SN BR,710,1659
72530094846,2019-01-27T23:59:00,SOD  ,,-4,3,67,30.11,29.31,2,6.9,0,-20.8,62,11,-5,120,19,T,7,T,130,15,SN,710,1700
72530094846,2019-01-28T23:59:00,SOD  ,,15,21,87,29.68,28.93,18,12.7,0,-2.9,44,34,8,290,35,0.53,9,5,300,26,DZ FZRA FZDZ SN FG FZFG BR BLSN,709,1701
72530094846,2019-01-29T23:59:00,SOD  ,,-5,0,71,29.97,29.21,0,14.5,0,-24,65,10,-10,250,44,T,10,0.3,260,29,SN BLSN,708,1703
72530094846,2019-01-30T23:59:00,SOD  ,,-24,-17,64,30.28,29.52,-17,15.2,0,-41.1,82,-10,-23,250,37,T,8,T,260,24,SN,707,1704
72530094846,2019-01-31T23:59:00,SOD  ,,-17,-10,70,30.41,29.61,-10,6.3,0,-34.2,75,1,-21,240,20,0.05,8,0.8,260,13,SN BR,706,1705
72530094846,2019-02-01T23:59:00,SOD  ,,7,11,78,30.32,29.53,11,5.1,0,-13.3,54,21,1,180,15,0.02,9,0.9,190,12,SN BR,705,1707
72530094846,2019-02-02T23:59:00,SOD  ,,29,28,88,30.04,29.25,31,11.1,0,3.5,37,42,14,200,26,T,9,0,210,17,DZ BR HZ,704,1708
72530094846,2019-02-03T23:59:00,SOD  ,,41,44,92,29.85,29.08,43,10.1,0,19.3,21,48,39,200,27,T,4,0,210,18,DZ BR,703,1709
72530094846,2019-02-04T23:59:00,SOD  ,,40,41,87,29.77,29.06,42,11.4,0,16.2,24,51,30,240,28,0.05,0,0,280,18,RA BR,702,1710
72530094846,2019-02-05T23:59:00,SOD  ,,25,29,82,30.07,29.31,28,9.4,0,4,36,33,24,70,26,0.31,0,0,70,18,FZRA FZDZ BR,701,1712
72530094846,2019-02-06T23:59:00,SOD  ,,32,34,96,29.94,29.2,33,8.4,0,8.8,31,36,32,70,22,0.01,0,0,30,17,DZ FG BR,659,1713
72530094846,2019-02-07T23:59:00,SOD  ,,28,27,88,29.79,29.05,30,13,0,1.6,38,44,10,240,51,0.71,0,T,260,33,TS RA DZ SN FG BR,658,1714
72530094846,2019-02-08T23:59:00,SOD  ,,1,9,66,30.5,29.81,8,17.6,0,-16.7,56,13,4,250,48,T,0,T,250,33,SN,657,1716
72530094846,2019-02-09T23:59:00,SOD  ,,6,14,68,30.78,30,13,5.7,0,-11.9,51,24,4,140,17,T,0,T,140,13,,656,1717
72530094846,2019-02-10T23:59:00,SOD  ,,19,25,79,30.36,29.54,23,6.9,0,-1.2,40,28,22,100,16,0.04,0,0.7,110,13,SN BR,655,1718
72530094846,2019-02-11T23:59:00,SOD  ,,26,29,88,30.12,29.31,28,12.4,0,2.6,36,31,27,100,32,0.19,1,0.1,70,22,FZRA FZDZ SN PL BR RA,653,1719
72530094846,2019-02-12T23:59:00,SOD  ,,27,27,90,29.64,28.89,29,13.6,0,0.3,38,34,19,250,42,0.35,1,1.5,250,28,DZ FZRA SN BR BLSN RA,652,1721
72530094846,2019-02-13T23:59:00,SOD  ,,15,19,84,29.93,29.18,18,12.7,0,-8,46,27,10,260,42,0.01,2,0.6,260,28,SN BR BLSN,651,1722
72530094846,2019-02-14T23:59:00,SOD  ,,31,39,67,29.6,28.86,36,10.4,0,11.7,26,50,27,270,33,T,1,0,280,22,,649,1723
72530094846,2019-02-15T23:59:00,SOD  ,,8,20,73,29.94,29.22,13,12.6,0,-7.6,45,32,8,270,35,0,0,0,270,24,,648,1724
72530094846,2019-02-16T23:59:00,SOD  ,,15,21,74,30.08,29.32,20,8.9,0,-6.9,44,29,13,100,26,T,0,T,90,20,,647,1726
72530094846,2019-02-17T23:59:00,SOD  ,,22,26,88,29.91,29.16,24,11.2,0,-2.2,39,27,24,90,24,0.2,0,3.1,120,18,FZDZ SN FZFG BR HZ RA FG,645,1727
72530094846,2019-02-18T23:59:00,SOD  ,,17,25,78,30.33,29.63,22,7.6,0,-3.5,40,31,18,350,19,0.06,4,1.8,350,15,SN BR,644,1728
72530094846,2019-02-19T23:59:00,SOD  ,,16,24,69,30.52,29.75,22,4.6,0,-4.8,41,35,12,100,16,0,3,0,90,13,,642,1730
72530094846,2019-02-20T23:59:00,SOD  ,,28,33,83,29.91,29.12,31,13.8,0,3.8,32,38,28,250,34,0.09,2,0.2,240,24,DZ FZRA FZDZ SN BR RA,641,1731
72530094846,2019-02-21T23:59:00,SOD  ,,18,30,66,30.2,29.47,25,10.8,0,0.5,35,35,24,250,33,0,1,0,240,24,,640,1732
72530094846,2019-02-22T23:59:00,SOD  ,,22,30,70,30.37,29.61,28,7.6,0,0.1,35,41,19,70,17,0,0,0,70,13,,638,1733
72530094846,2019-02-23T23:59:00,SOD  ,,33,44,81,29.83,29,36,10.2,0,13.8,21,53,34,230,32,0.75,0,0,240,21,TS RA DZ FG BR HZ,637,1734
72530094846,2019-02-24T23:59:00,SOD  ,,20,30,71,29.7,29.02,26,24.4,0,-0.6,35,50,10,260,60,0.02,0,T,260,39,RA,635,1736
72530094846,2019-02-25T23:59:00,SOD  ,,1,13,55,30.39,29.68,11,10.4,0,-18,52,19,6,280,43,0,0,0,270,29,,634,1737
72530094846,2019-02-26T23:59:00,SOD  ,,12,18,75,30.45,29.65,17,12.5,0,-13.3,47,23,13,90,24,T,0,0.1,40,20,SN BR,632,1738
72530094846,2019-02-27T23:59:00,SOD  ,,15,22,71,30.2,29.44,21,10,0,-9.7,43,30,14,300,26,T,0,T,320,18,SN HZ,630,1739
72530094846,2019-02-28T23:59:00,SOD  ,,10,19,65,30.25,29.49,17,4.4,0,-13.1,46,27,11,320,16,0,0,0,360,12,,629,1741
72530094846,2019-03-01T23:59:00,SOD  ,,17,29,65,30.18,29.41,25,5.7,0,-3.3,36,34,23,50,16,T,0,T,50,12,SN,627,1742
72530094846,2019-03-02T23:59:00,SOD  ,,21,29,75,30.24,29.49,26,8.6,0,-3.4,36,33,25,360,21,T,0,T,350,16,SN BR,626,1743
72530094846,2019-03-03T23:59:00,SOD  ,,4,14,56,30.23,29.47,14,12,0,-18.8,51,25,3,300,25,0,0,0,350,20,,624,1744
72530094846,2019-03-04T23:59:00,SOD  ,,-4,5,61,30.21,29.42,4,14.9,0,-28.2,60,12,-3,230,33,T,0,T,250,22,SN HZ,622,1745
72530094846,2019-03-05T23:59:00,SOD  ,,1,15,59,30.17,29.41,11,15.5,0,-18.6,50,21,8,270,33,T,0,0.2,290,23,SN,621,1747
72530094846,2019-03-06T23:59:00,SOD  ,,7,20,57,30.28,29.52,16,11.8,0,-13.9,45,30,9,260,33,0,0,0,260,22,,619,1748
72530094846,2019-03-07T23:59:00,SOD  ,,11,21,65,30.35,29.59,19,6.1,0,-13.3,44,28,14,70,18,0,0,0,320,13,,618,1749
72530094846,2019-03-08T23:59:00,SOD  ,,23,30,75,30.17,29.41,28,5.4,0,-4.7,35,39,21,80,14,T,0,0.1,80,10,SN,616,1750
72530094846,2019-03-09T23:59:00,SOD  ,,31,35,84,29.72,28.92,34,14,0,-0.1,30,43,26,230,42,0.56,0,0,250,29,TS RA DZ BR HZ,614,1751
72530094846,2019-03-10T23:59:00,SOD  ,,27,34,75,29.94,29.26,31,19.7,0,-1.4,31,38,29,250,48,T,0,0,250,31,RA DZ BR,613,1752
72530094846,2019-03-11T23:59:00,SOD  ,,20,34,59,30.32,29.61,28,9.5,0,-1.8,31,41,27,270,27,0,0,0,280,16,,611,1754
72530094846,2019-03-12T23:59:00,SOD  ,,25,37,61,30.24,29.46,33,9.2,0,0.8,28,49,24,180,30,0,0,0,180,21,,609,1755
72530094846,2019-03-13T23:59:00,SOD  ,,42,49,82,29.83,29.03,45,11.8,0,12.5,16,58,40,140,39,0.54,0,0,150,25,RA BR,607,1756
72530094846,2019-03-14T23:59:00,SOD  ,,44,51,80,29.47,28.74,47,20.4,0,14.1,14,62,39,220,60,0.4,0,0,240,41,TS RA DZ BR,606,1757
72530094846,2019-03-15T23:59:00,SOD  ,,30,36,76,29.91,29.23,34,15,0,-1.2,29,40,32,230,38,T,0,T,240,25,RA DZ SN BR,604,1758
72530094846,2019-03-16T23:59:00,SOD  ,,21,35,60,30.27,29.55,30,8.5,0,-2.6,30,41,28,270,23,0,0,0,300,15,,602,1759
72530094846,2019-03-17T23:59:00,SOD  ,,22,36,59,30.26,29.52,31,7.6,0,-1.9,29,43,28,310,24,0,0,0,290,18,,601,1800
72530094846,2019-03-18T23:59:00,SOD  ,,24,35,66,30.36,29.62,31,7.7,0,-3.3,30,43,27,280,23,0,0,0,270,17,,559,1802
72530094846,2019-03-19T23:59:00,SOD  ,,25,40,55,30.34,29.57,35,7.9,0,1.3,25,49,30,200,20,0,0,0,210,15,,557,1803
72530094846,2019-03-20T23:59:00,SOD  ,,36,41,83,30.01,29.23,39,8.5,0,2,24,44,38,210,25,0.14,0,0,260,18,RA BR,556,1804
72530094846,2019-03-21T23:59:00,SOD  ,,33,41,79,29.98,29.23,37,11.2,0,1.6,24,45,36,270,24,T,0,0,350,17,RA BR,554,1805
72530094846,2019-03-22T23:59:00,SOD  ,,28,38,69,30.12,29.41,33,10.9,0,-1.7,27,46,29,10,29,0,0,0,30,24,,552,1806
72530094846,2019-03-23T23:59:00,SOD  ,,26,39,59,30.26,29.53,35,4.4,0,-1.1,26,53,25,220,16,0,0,0,180,12,,550,1807
72530094846,2019-03-24T23:59:00,SOD  ,,33,42,72,30.12,29.38,38,8.8,0,1.6,23,50,34,10,33,0.05,0,0,20,26,RA,549,1808
72530094846,2019-03-25T23:59:00,SOD  ,,21,34,59,30.29,29.57,30,17.4,0,-6.8,31,42,26,50,35,0,0,0,20,28,,547,1809
72530094846,2019-03-26T23:59:00,SOD  ,,13,36,41,30.42,29.67,29,5,0,-5.1,29,48,23,110,17,0,0,0,100,13,,545,1810
72530094846,2019-03-27T23:59:00,SOD  ,,24,44,43,30.23,29.44,37,12,0,2.5,21,59,29,180,36,0.01,0,0,190,22,TS RA,543,1812
72530094846,2019-03-28T23:59:00,SOD  ,,38,55,62,30.04,29.29,45,12,0,13.2,10,65,44,200,28,0,0,0,30,20,,542,1813
72530094846,2019-03-29T23:59:00,SOD  ,,32,47,63,30.02,29.26,40,8.5,0,4.8,18,57,37,30,19,0.32,0,0,20,16,RA BR,540,1814
72530094846,2019-03-30T23:59:00,SOD  ,,29,37,74,29.95,29.23,34,12.9,0,-5.5,28,45,29,20,36,0.07,0,T,20,28,RA SN BR,538,1815
72530094846,2019-03-31T23:59:00,SOD  ,,13,32,47,30.29,29.56,25,11.5,0,-10.9,33,40,23,330,30,0,0,0,340,21,,537,1816
